,stars,tags,text
1830,5,Positive,"FANTASTIC! The bacon breakfast sandwich was savory, and the macchiato & amaretto coffees were BOMB! SOOO Good!!!!"
1831,2,Positive,It was great but order was 1.25 hours late
1832,5,Positive,"Wow food was amazing I will definitely order from here again! 2 of us shared the beet salad, avocado baguette combo with lentil soup and we still have a few bites leftover for a snack! Sooo good. The 3 cheese byrek was delicious but a little soggy so going to toss it under the broiler later, I’m sure it will perk right up! "
1833,4,Neutral,Nice portion of eggs with lots of fresh veggies and accompanied by 4 nice slices of homemade bread. The byrek was a good size and very meaty.
1834,5,Positive,"I've never had a Byrek before and the meat filled I received was delicious. Arrived warm with a generous portion of yogurt (?) dip. The veggie scramble with potatoes was a moderate portion, good fresh veggies and topped with lovely avocado slices. Came with a side of 4 small pieces of sourdough toast."
1835,5,Positive,"Food was colorful, tasty, nutritious. Hooray for yum cakes with strawberries & blueberries. Lifted my mood"
1836,5,Positive,Food was tasty and the coffee was good. I'm happy with my choice
1837,5,Positive,Food was excellent and the entire menu was available unlike on other delivery apps. 
1838,1,Negative,"Food came ice cold and all soggy like it s sitting in the box for 2 hours late it came.

Byrek and baguette are great. My driver was terrible."
1839,5,Positive,"Great food. Salad was fresh, with high quality ingredients. Only challenge comes from ordering a cold dish with a hot one, the byrek. It was tasty but a little cold when it arrived. This delicate item is not the easiest to maintain over delivery. Still, I would order both items again."
1840,5,Positive,"Love Byrek! Great food, the best fries"
1841,4,Negative,"Restaurant was great, driver didn't follow the instructions to leave the food in the lobby and wanted us to get it from him directly"
1842,5,Positive,"Everything was delicious, fresh salads and sandwiches, good soup, byreks were flaky and tasty."
1843,3,Positive,The food was great
1844,5,Positive,(1/2)Great place to order team lunch - although one menu item (eggplant arugula salad) was slightly different on the GrubHub menu than the one on the board in
1845,5,Neutral,"Food was good, customer service was great"
1846,5,Positive,Great service. Delicious food. Will definitely order from them again.
1847,1,Negative,"There was a missing item in my order. I tried calling their phone number, but no one picked after trying for an hour to call them. "
1848,5,Positive,Food is always great!
1849,5,Positive,A delicious meal. Will order again 😉
1850,4,Negative,"I asked soy sauce and sweet & sour sauce on the side, I did not received it on my delivery order."
1851,5,Positive,Delicious and inexpensive dim sum with quick service
1852,5,Negative,It's my go-to for dim sum
1853,5,Positive,amazing dim sum! came warm and portions are large
1854,4,Negative,The steamed pork buns could use more filling with them. It really isn’t a lot or maybe add a sauce container with the filling sauce to Mack up for the amount of dough received.
1855,5,Neutral,Always my go to dimsum place
1856,5,Positive,Excellent dim sum!
1857,5,Positive,Every dish I ordered was delicious! I would definitely order from this restaurant again.
1858,5,Positive,Love it. 3rd time we've ordered
1859,4,Negative,Food was good as always. Just feels like our chicken feet order had wayyyy less than the last time we ordered despite ordering the same amount (orders). And the food was cold although we know we cant blame the restaurant for that. Despite all of this we will be ordering again.
1860,2,Negative,Some of the food was bland.
1861,5,Positive,Food was good!
1862,1,Negative,"The food was undercooked, and very late, an interesting combination. Not really edible. Ordered at 1437, did not arrive till 1550. Supposed to be 20 to 30 m. Totally soaked, doughy (i know bao texturr"
1863,1,Negative,Not good. During pick-up they insist of looking at the online order details before releasing the food even though i gave them the name of the person who ordered which was written on the order bags and theirs order list
1864,5,Positive,Food was excellent and fast delivery. 
1865,1,Negative,I totally DISAPPOINTED grubhub. I'm canceling GH+ member ship 
1866,5,Positive,It was good
1867,5,Positive,"The dim sum is delicious.  Love the shrimp dumplings, pork buns, spare ribs, and shumai"
1868,1,Negative,Burnt my food. Buns way too doughy
1869,4,Negative,Great delivery very fast. Though with the restaurant they get it right not every time . All items are included but the freshness is to watch for especially rice dishes and pastries as those can be dried and stale especially close to end of the day 
1870,5,Positive,This food was absolutely delicious.  Will definitely order again! 
1871,5,Positive,Always warm and delicious when it arrives
1872,5,Positive,Really good food - thank you
1873,5,Positive,"Food was good, arrived hot and modifications were accommodated."
1874,4,Negative,"Good food, well packaged, really late. The driver had to wait for 30+ min"
1875,1,Positive,The restaurant was great
1876,2,Neutral,"They need to have picture of all
their dishes on the menu so you know exactly what you're ordering."
1877,5,Positive,Food is fantastic!!!
1878,5,Positive,"This place offers the perfect dim sum comfort food. I am so relieved they exist! My favorite is their pork shumai, shrimp dumpling, and barbecue pork bun."
1879,5,Positive,We found Homestyle Dim Sum during lock down and are so glad we did. Food is always fresh and delicious. Everything we've tried has been great. Hope to dine in some day. 
1880,3,Positive,"Restaurant very good but delivery very slow, an hour from leaving the restaurant"
1881,5,Positive,Good portion and delicious
1882,5,Negative,The food was what I expected it to be. Haven't been to the location in person but plan to. Will definitely order from them again
1883,5,Positive,Food was great!
1884,2,Negative,The food was quality but totally the wrong order. No easy way to fix that. 
1885,4,Positive,"Food was great. Only issue I had was I only received 3 of my 4 chive & cilantro dumplings. Which was a bummer cause I got them hoping to share with my family. 
"
1886,5,Positive,"Delicious dumplings, highly recommended"
1887,4,Positive,"Pretty good.  Chicken wings very overpriced.  Meat underfilled in dumplings, they're clearly trying to boost $, but flavors good."
1888,5,Positive,"Great food, order was ready when I get there, would order again"
1889,4,Positive,"The Hong Kong style milk tea and the beef stomach is not for me.  The rice roll is good, it was I expected.  The custard bun was messy because of the size but I like it.  If you want to be unhealthy instead of beef stomach I would go for the chicken feet, this was the place I tried this for the first time, just skin and bones as expected.  Pork and century egg congee is the same as other places."
1890,5,Negative,Delivery time went from an one hour estimate to less than 30 mins. Driver was able to get here quickly and food was hot. Respected contact free delivery as asked. 
1891,5,Positive,"Delicious! And I'm soooo grateful they were open so early and that the driver was around to pick up! Will definitely order again. Since pandemic, I haven't been able to have dim sum , so this really made my day. Thank you so much!!!"
1892,4,Neutral,Food was cold
1893,5,Positive,"My first time ordering takeout dim sum, and I was not disappointed. I ordered enough to make 3 meals out of it- which was easy to do, since everything was so delicious! "
